protein_name	COG	COG_ID	COG_System	COG_Process	locusId
Flp pilus assembly protein, pilin Flp	COG3847	U	Cellular processes and signaling	Intracellular trafficking, secretion, and vesicular transport	H16_RS03575
Predicted acyl-CoA transferase/carnitine dehydratase (EC 5.1.99.-)	COG1804	C	Metabolism	Energy production and conversion	H16_RS14275
Peroxiredoxin (EC 1.11.1.-)	COG0450	O	Cellular processes and signaling	Post-translational modification, protein turnover, and chaperones	H16_RS14055
Uncharacterized protein	COG3795	S	Poorly characterized	Function unknown	H16_RS10880
Probable extra-cytoplasmic solute receptor	COG3181	P	Metabolism	Inorganic ion transport and metabolism	H16_RS06425
Acyl carrier protein	COG0236	IQ	Metabolism	Lipid transport and metabolism	H16_B1660
Acyl CoA:acetate/3-ketoacid CoA transferase,beta subunit (EC 2.8.3.-)	COG2057	I	Metabolism	Lipid transport and metabolism	H16_RS22010
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS16030
Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	COG2032	P	Metabolism	Inorganic ion transport and metabolism	H16_RS24310
Sulfate/thiosulfate import ATP-binding protein CysA (EC 3.6.3.25) (Sulfate-transporting ATPase)	COG1118	P	Metabolism	Inorganic ion transport and metabolism	H16_RS11180
DNA helicase (EC 3.6.4.12)	COG0210	L	Information storage and processing	Replication, recombination and repair	H16_RS16915
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS07130
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS03890
Putative 2-Ketogluconate kinase (EC 2.7.1.13)	COG0524	G	Metabolism	Carbohydrate transport and metabolism	H16_RS27785
Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II)	COG0491	S	Poorly characterized	Energy production and conversion	H16_RS12310
Ring-hydroxylating dioxygenase with Rieske[2Fe-2S] domain (EC 1.14.12.-)	COG4638	P	Metabolism	Inorganic ion transport and metabolism	H16_RS22090
Glutaredoxin	COG0278	C	Metabolism	Energy production and conversion	H16_RS16665
Citrate transporter	COG2851	C	Metabolism	Energy production and conversion	H16_RS23830
Hypothetical transmembrane protein	NA	S	Poorly characterized	Function unknown	H16_RS07270
Uncharacterized protein (Competence-and mitomycin-induced)	COG1546	S	Poorly characterized	Function unknown	H16_RS07390
Hydroperoxide resistance protein	COG1764	O	Cellular processes and signaling	Post-translational modification, protein turnover, and chaperones	H16_RS28670
Transcriptional regulator	COG1309	K	Information storage and processing	Transcription	H16_RS24455
Membrane-associated phosphatase (EC 3.1.3.-)	COG0671	I	Metabolism	Lipid transport and metabolism	H16_RS33740
Probable extra-cytoplasmic solute receptor	COG3181	P	Metabolism	Inorganic ion transport and metabolism	H16_RS19760
Putative ATP-dependent helicase	COG1199	KL	Information storage and processing	Transcription	H16_RS07110
Putative NADH dehydrogenase/NAD(P)H nitroreductase H16_A1142 (EC 1.-.-.-)	COG0778	X	Metabolism	Oxidative phosphorylation	H16_RS05670
Predicted integral membrane protein	COG5652	S	Poorly characterized	Function unknown	H16_RS00620
Transcriptional regulator, TetR/AcrR-family	COG1309	K	Information storage and processing	Transcription	H16_RS22305
D-Hydantoinase (EC 3.5.2.2)	COG0044	F	Metabolism	Nucleotide transport and metabolism	H16_RS15335
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_A2489
Cytochrome c553	COG2863	X	Metabolism	Oxidative phosphorylation	H16_RS17840
Acyl-CoA thioesterase	COG2755	E	Metabolism	Amino acid transport and metabolism	H16_RS07450
Predicted flavoprotein	COG2081	S	Poorly characterized	Function unknown	H16_RS04840
Cyanophycin synthetase (EC 6.-.-.-)	COG0189	HJM	Metabolism	Coenzyme transport and metabolism	H16_RS03840
Thiol-disulfide isomerase and thioredoxins	COG0526	CO	Metabolism	Energy production and conversion	H16_RS18490
2,5-dioxovalerate dehydrogenase/2-oxoglutarate semialdehyde dehydrogenase (EC 1.2.1.26)	COG1012	C	Metabolism	Energy production and conversion	H16_RS19380
Bacterioferritin	COG2193	P	Metabolism	Inorganic ion transport and metabolism	H16_RS01305
Highly conserved protein containing a thioredoxin domain	COG1331	O	Cellular processes and signaling	Post-translational modification, protein turnover, and chaperones	H16_RS06350
ABC-type transporter, ATPase component (EC 3.6.3.-)	COG1131	D	Cellular processes and signaling	Cell cycle control, cell division, chromosome partitioning	H16_RS23965
Transcriptional regulator, LysR-family	COG0583	K	Information storage and processing	Transcription	H16_RS30170
3-Oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41)	COG0304	IQ	Metabolism	Lipid transport and metabolism	H16_RS27050
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS21105
Uncharacterized protein	COG0588	S	Poorly characterized	Function unknown	H16_RS11500
Periplasmic solute binding protein	COG0834	P	Metabolism	Inorganic ion transport and metabolism	H16_RS30785
Flagellar hook-associated protein 2 (HAP2) (Flagellar cap protein)	COG1345	P	Metabolism	Inorganic ion transport and metabolism	H16_RS30495
Acyl-CoA dehydrogenase (EC 1.3.99.3)	COG1960	C	Metabolism	Energy production and conversion	H16_RS25540
Putative ATPase	COG0464	O	Cellular processes and signaling	Post-translational modification, protein turnover, and chaperones	PHG109
ABC-type transporter, periplasmic component	COG0683	E	Metabolism	Amino acid transport and metabolism	H16_RS19030
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS25350
Uncharacterized protein	COG4398	S	Poorly characterized	Function unknown	H16_RS19765
NADH dehydrogenase chain L (EC 1.6.5.3)	COG1009	X	Metabolism	Oxidative phosphorylation	H16_RS05275
Transcriptional regulator, MocR family (EC 2.6.1.-)	COG1167	K	Information storage and processing	Transcription	H16_RS28185
Outer membrane protein peptidoglycan-associated(Lipo)proteins	COG2885	M	Cellular processes and signaling	Cell wall/membrane/envelope biogenesis	H16_RS14675
Uncharacterized protein	COG3751	O	Cellular processes and signaling	Post-translational modification, protein turnover, and chaperones	H16_A1852
Predicted signal transduction protein containinga membrane domain, an EAL and a GGDEF domain	COG3614	T	Cellular processes and signaling	Signal transduction mechanisms	H16_RS19265
Protein GrpE (HSP-70 cofactor)	COG0576	O	Cellular processes and signaling	Post-translational modification, protein turnover, and chaperones	H16_RS05645
3-Oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100)	COG1028	IQ	Metabolism	Lipid transport and metabolism	H16_RS12785
Hypothetical membrane protein	COG3339	S	Poorly characterized	Function unknown	H16_RS11035
Signal transduction histidine kinase containing a receiver domain (Hybrid) (EC 2.7.3.-)	COG0642	T	Cellular processes and signaling	Signal transduction mechanisms	H16_RS26840
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS24085
Hypothetical membrane associated protein	COG1842	KT	Information storage and processing	Transcription	H16_RS13345
Lactoylglutathione lyase (EC 4.4.1.5)	COG0346	E	Metabolism	Amino acid transport and metabolism	H16_RS10905
Lactoylglutathione lyase (EC 4.4.1.5)	COG0346	E	Metabolism	Amino acid transport and metabolism	H16_RS10910
Acyl carrier protein phosphodiesterase	COG0431	S	Poorly characterized	Function unknown	H16_RS11445
Putative chloramphenicol sensitive permease	COG2962	P	Metabolism	Inorganic ion transport and metabolism	H16_RS18405
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS03105
Uncharacterized protein	COG5588	S	Poorly characterized	Function unknown	PHG114
Ferredoxin	COG1148	C	Metabolism	Energy production and conversion	H16_RS14655
Transcriptional regulator, XRE-family	COG1396	K	Information storage and processing	Transcription	H16_RS29645
Predicted signal transduction protein containingan EAL and a GGDEF domain	COG0517	T	Cellular processes and signaling	Signal transduction mechanisms	H16_RS25015
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS06355
Hydantoin racemase (EC 5.1.99.-)	COG4126	E	Metabolism	Amino acid transport and metabolism	H16_RS31075
Uncharacterized protein	COG1633	S	Poorly characterized	Function unknown	H16_RS26490
Short chain dehydrogenase (EC 1.-.-.-)	COG1028	IQ	Metabolism	Lipid transport and metabolism	H16_RS25915
Outer membrane efflux protein	COG1538	MU	Cellular processes and signaling	Cell wall/membrane/envelope biogenesis	H16_RS22195
N-Acyl-D-amino-acid deacylase (EC 3.5.1.81)	COG3653	Q	Metabolism	Secondary metabolites biosynthesis, transport, and catabolism	H16_RS21375
ABC-type transporter, permease component: HAAT family	COG4177	P	Metabolism	Inorganic ion transport and metabolism	H16_RS15095
Hypothetical membrane associated protein	COG3850	T	Cellular processes and signaling	Signal transduction mechanisms	H16_RS13200
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	PHG319
ABC-type transporter, ATPase component: NitT family (EC 3.6.3.-)	COG1116	P	Metabolism	Inorganic ion transport and metabolism	H16_RS15055
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS04860
Probable hydroxylase	COG2151	S	Poorly characterized	Function unknown	PHG237
ABC-type transporter, permease component	COG0559	P	Metabolism	Inorganic ion transport and metabolism	H16_RS21245
ABC-type transporter, ATPase component (EC 3.6.3.-)	COG3842	P	Metabolism	Inorganic ion transport and metabolism	H16_RS19270
Uncharacterized protein	COG0810	M	Cellular processes and signaling	Cell wall/membrane/envelope biogenesis	H16_RS02930
UPF0250 protein H16_A0303	COG2921	S	Poorly characterized	Function unknown	H16_RS01490
Phenylacetic acid degradation protein E,flavodoxin reductase (EC 1.-.-.-)	COG1018	C	Metabolism	Energy production and conversion	H16_RS25500
Formamidase (EC 3.5.1.49)	COG2421	C	Metabolism	Energy production and conversion	H16_RS19085
FAD binding domain in molybdopterin dehydrogenase (EC 1.1.1.-)	COG1319	C	Metabolism	Energy production and conversion	H16_RS08485
Response regulator, OmpR-family	COG0745	K	Information storage and processing	Transcription	H16_RS07085
Protoporphyrinogen oxidase (EC 1.3.3.4)	COG1232	H	Metabolism	Coenzyme transport and metabolism	H16_RS30935
Geranylgeranyl pyrophosphate synthase (EC 2.5.1.10)	COG0142	H	Metabolism	Coenzyme transport and metabolism	H16_RS13625
TRAP-type transporter, periplasmic component	COG1638	P	Metabolism	Inorganic ion transport and metabolism	H16_RS09660
Hypothetical membrane associated protein	NA	S	Poorly characterized	Function unknown	H16_RS07850
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS21080
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS21085
Uncharacterized protein	COG5416	S	Poorly characterized	Carbohydrate transport and metabolism	H16_RS03965
ABC-type transporter, ATPase component (EC 3.6.3.-)	COG3842	P	Metabolism	Inorganic ion transport and metabolism	H16_RS03780
Iron sulfur cluster assembly protein (SufB)	COG0719	O	Cellular processes and signaling	Post-translational modification, protein turnover, and chaperones	H16_RS26265
Integrase/recombinase protein	COG4974	L	Information storage and processing	Replication, recombination and repair	H16_RS19855
Uncharacterized protein	COG0588	S	Poorly characterized	Function unknown	H16_B0133
Transcriptional regulator, LysR-family	COG0583	K	Information storage and processing	Transcription	H16_RS22545
Uncharacterized protein	COG5570	S	Poorly characterized	Function unknown	H16_RS07105
Uncharacterized protein	COG3516	U	Cellular processes and signaling	Intracellular trafficking, secretion, and vesicular transport	H16_RS30840
Transcriptional regulator, LysR-family	COG0583	K	Information storage and processing	Transcription	H16_RS34570
Acyltransferase family protein (EC 2.3.1.-)	COG1835	I	Metabolism	Lipid transport and metabolism	H16_RS03460
Predicted membrane protein	COG2314	S	Poorly characterized	Function unknown	H16_RS04425
MFS transporter, SP family	COG0477	P	Metabolism	Inorganic ion transport and metabolism	H16_RS22685
ABC-type transporter, duplicated ATPase domains:PepT family (EC 3.6.3.-)	COG1123	P	Metabolism	Inorganic ion transport and metabolism	H16_RS30980
Glutathione S-transferase (EC 2.5.1.18)	COG0625	O	Cellular processes and signaling	Post-translational modification, protein turnover, and chaperones	H16_RS08205
Glutathione S-transferase (EC 2.5.1.18)	COG0625	O	Cellular processes and signaling	Post-translational modification, protein turnover, and chaperones	H16_RS08210
Uncharacterized protein	COG4627	S	Poorly characterized	Function unknown	H16_RS23595
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS22565
Bacterioferritin-associated ferredoxin	COG2906	P	Metabolism	Inorganic ion transport and metabolism	H16_RS01610
Ubiquinol-cytochrome c reductase, cytochrome c1 (EC 1.10.2.2)	COG2857	X	Metabolism	Oxidative phosphorylation	H16_RS16940
Putative cytochrome c biogenesis protein	COG0526	X	Metabolism	Oxidative phosphorylation	H16_RS08775
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS05660
Hydrogenase maturation factor	COG0409	O	Cellular processes and signaling	Post-translational modification, protein turnover, and chaperones	PHG075
Methyltransferase	COG0500	Q	Metabolism	Secondary metabolites biosynthesis, transport, and catabolism	H16_RS29775
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS24350
Uncharacterized protein	COG2323	S	Poorly characterized	Function unknown	H16_RS22355
2-Oxopent-4-enoate hydratase (EC 4.2.1.80)	COG3971	Q	Metabolism	Secondary metabolites biosynthesis, transport, and catabolism	H16_RS21465
Uncharacterized conserved protein	COG4301	S	Poorly characterized	Function unknown	H16_RS13450
Putative peptidase, M20D subfamily (EC 3.4.17.-)	COG1473	S	Poorly characterized	Energy production and conversion	H16_RS00335
Predicted signal transduction protein containingCHASE, PAS, GGDEF and EAL domains	COG2203	T	Cellular processes and signaling	Signal transduction mechanisms	H16_RS06195
2-Aminobenzoate-CoA ligase (EC 6.2.1.32)	COG0365	I	Metabolism	Lipid transport and metabolism	H16_RS12275
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS25325
Lauroyl/myristoyl acyltransferase (EC 2.3.1.-)	COG1560	M	Cellular processes and signaling	Cell wall/membrane/envelope biogenesis	H16_RS01110
Uncharacterized protein	COG1247	M	Cellular processes and signaling	Cell wall/membrane/envelope biogenesis	H16_RS26850
Acyl-CoA dehydrogenase (EC 1.3.99.3)	COG1960	I	Metabolism	Lipid transport and metabolism	H16_RS26110
Predicted thioesterase (EC 3.1.2.-)	COG0824	S	Poorly characterized	Function unknown	H16_RS15910
Uncharacterized protein	COG0583	K	Information storage and processing	Transcription	H16_RS34640
Uncharacterized protein	COG1545	S	Poorly characterized	Function unknown	H16_RS04325
Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	COG0547	E	Metabolism	Amino acid transport and metabolism	H16_RS01750
Putative double-glycine peptidase (EC 3.4.-.-)	COG3271	S	Poorly characterized	Function unknown	H16_RS19010
Probable extra-cytoplasmic solute receptor	COG3181	P	Metabolism	Inorganic ion transport and metabolism	H16_RS31050
Uncharacterized protein	COG1873	S	Poorly characterized	Function unknown	H16_RS30410
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS04085
Type IV pilus transmembrane protein FimT	COG4970	NU	Cellular processes and signaling	Cell motility	H16_RS02040
